External ID,Subsidiary,Currency,Exchange Rate,Date,Posting Period,Account,Debit,Credit,Department,Location,Class,Name,Memo,Account ID,PE Detraccion,PE LN Detraccion,PE LN Vendor,PE LN Bill Detraccion,PE LN Detraccion Date,PE LN Detraccion Number,Proveedor,Numero de Documento
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,1930.00,0,AR-02-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6017,8055,,,PROSEGURIDAD S A,F024-00078437
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,108.00,0,AR-09-00-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5928,7586,,,PERU ECONOMICO S.A.,F004-00007141
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,33.00,0,AR-01-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6479,7236,,,TK ELEVADORES PERU S.A.C. - TK ELEVADORES PERÚ,F001-00064974
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,137.00,0,AR-01-02-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5399,2196,,,IRON MOUNTAIN PERU S.A.,FF11-00194810
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221202 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones ME-L5,91.00,0,AR-01-02-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,3456,2070,,,AQUATEC VENTURES S.A.C.,F001-00003870
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,1175.00,0,AR-01-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6211,2559,,,SAM FACILITY SERVICES S.A.C.,E001-00000388
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,113.00,0,AR-01-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,4291,2542,,,ECO FERNINI S.A.C.,E001-00000395
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,110.00,0,AR-01-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5919,2195,,,PELESAD EQUIPAMIENTOS & SERVICIOS S.A.C.,E001-00001849
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221202 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones ME-L5,517.00,0,CG-06-00-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,6067,8054,,,RENTAEQUIPOS LEASING PERU S.A.,F001-00116665
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,6797.00,0,CG-05-01-00,ASBANC - Oficina Central,OXI-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5862,6601,,,ONTIER PERU S.A.C.,F001-00003334
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,21504.00,0,CG-01-01-00,ASBANC - Oficina Central,PGR-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5142,2680,,,INSTITUTO APOYO,F001-00002408
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221202 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones ME-L5,2804.00,0,CG-01-02-00,ASBANC - Oficina Central,PGR-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,4100,3860,,,CREHANA EDUCATION PERU SOCIEDAD ANONIMA CERRADA - CREHANA EDUCATION P,F001-00000706
DET15112023,3,PEN,1,15/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,1133.00,0,CG-01-01-00,ASBANC - Oficina Central,PGR-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5142,9124,,,INSTITUTO APOYO,F001-00002409
DET15112023,3,PEN,1,15/11/23,Nov 2023,ACTIVO DISPONIBLE Y EXIGIBLE-1-L1 : EFECTIVO Y EQUIVALENTES DE EFECTIVO-10-L2 : CUENTAS CORRIENTES EN INSTITUCIONES FINANCIER-104-L3 : CUENTAS CORRIENTES OPERATIVAS-1041-L4 : CUENTAS CORRIENTES OPERATIVAS M.N.-10411-L5 : BCP MN 191-0043000-0-43-1041101-L7,0,73957.00,,,,,Pago de Detracciones Periodo Nov 2023,4673,,,,,,,,,
