1 Periodo,2 CUO,3 Correlativo,4 Tipo de Documento de Identidad del cliente,5 Numero de Documento de Identidad del cliente,6 Apellidos y Nombres  Denominación o Razon Social del cliente,7 Fecha de Emision,8 Monto de cada cuenta por cobrar del cliente,9 Indica el estado de la operacion,10 Cód. Cuenta Contable,
20231130,2558,M2558,6,20228319768,financiera confianza s.a.a. - financiera confianza,08/11/2023,2 672.70,1,,
20231130,2561,M2561,6,20114105024,caja munic. ahorro y credit del santa sa,07/11/2023,3 529.38,1,,
20231130,2562,M2562,6,20228319768,financiera confianza s.a.a. - financiera confianza,08/11/2023,2 449.98,1,,
20231130,2563,M2563,6,20255993225,crediscotia financiera s.a.,08/11/2023,2 672.70,1,,
20231130,2564,M2564,6,20265681299,equifax peru s.a.,08/11/2023,7 184.66,1,,
20231130,2566,M2566,6,20297868790,universidad san ignacio de loyola s.r.l.,09/11/2023,5 376.55,1,,
20231130,2567,M2567,6,20301837896,los portales s.a,08/11/2023,5 345.40,1,,
20231130,2670,M2670,6,20322445564,caja rural de ahorro y credito los andes s.a.,08/11/2023,7 809.04,1,,
20231130,2671,M2671,6,20328178070,financiera credinka s.a. - credinka s.a.,07/11/2023,5 331.24,1,,
20231130,2672,M2672,6,20328178070,financiera credinka s.a. - credinka s.a.,08/11/2023,7 795.38,1,,
20231130,2674,M2674,6,20336260702,datos tecnicos s.a.,08/11/2023,7 572.65,1,,
20231130,2675,M2675,6,20336260702,datos tecnicos s.a.,08/11/2023,482.82,1,,
20231130,2677,M2677,6,20341198217,compañia peruana de medios de pago s.a.c,08/11/2023,5 345.40,1,,
20231130,2678,M2678,6,20341198217,compañia peruana de medios de pago s.a.c,08/11/2023,5 345.40,1,,
20231130,2681,M2681,6,20341198217,compañia peruana de medios de pago s.a.c,09/11/2023,5 390.30,1,,
20231130,2682,M2682,6,20369155360,compartamos financiera s.a.,09/11/2023,5 376.55,1,,
20231130,2683,M2683,6,20369155360,compartamos financiera s.a.,10/11/2023,241.95,1,,
20231130,2684,M2684,6,20369155360,compartamos financiera s.a.,10/11/2023,241.95,1,,
20231130,2685,M2685,6,20369155360,compartamos financiera s.a.,10/11/2023,672.07,1,,
20231130,2686,M2686,6,20375361991,mitsui auto finance peru s.a.,09/11/2023,5 376.55,1,,
20231130,2688,M2688,6,20431871808,perurail s.a.,09/11/2023,5 376.55,1,,
20231130,2689,M2689,6,20432405525,procesos de medios de pago s.a.,09/11/2023,6 720.69,1,,
20231130,2690,M2690,6,20432405525,procesos de medios de pago s.a.,09/11/2023,6 720.69,1,,
20231130,2691,M2691,6,20441805960,financiera efectiva s.a.,09/11/2023,2 688.28,1,,
20231130,2692,M2692,6,20441805960,financiera efectiva s.a.,09/11/2023,2 688.28,1,,
20231130,2693,M2693,6,20466246370,universidad privada norbert wiener s.a.,09/11/2023,3 225.93,1,,
20231130,2697,M2697,6,20469378561,camara de compensacion electronica s.a.,09/11/2023,2 688.28,1,,
20231130,2698,M2698,6,20469378561,camara de compensacion electronica s.a.,09/11/2023,1 792.18,1,,
20231130,2699,M2699,6,20469378561,camara de compensacion electronica s.a.,09/11/2023,1 792.18,1,,
20231130,2700,M2700,6,20469378561,camara de compensacion electronica s.a.,09/11/2023,9 857.01,1,,
20231130,2701,M2701,6,20469378561,camara de compensacion electronica s.a.,09/11/2023,9 857.01,1,,
20231130,2703,M2703,6,20469378561,camara de compensacion electronica s.a.,09/11/2023,9 857.01,1,,
20231130,2704,M2704,6,20469378561,camara de compensacion electronica s.a.,09/11/2023,9 857.01,1,,
20231130,2706,M2706,6,20504565794,banco agropecuario,09/11/2023,5 376.55,1,,
20231130,2707,M2707,6,20512321357,zytrust sociedad anonima,09/11/2023,5 376.55,1,,
20231130,2710,M2710,6,20515849531,globokas peru s.a.,09/11/2023,5 376.55,1,,
20231130,2713,M2713,6,20517372294,servitebca perú  servicio de transferencia electrónica de beneficios,09/11/2023,5 600.58,1,,
20231130,2714,M2714,6,20517372294,servitebca perú  servicio de transferencia electrónica de beneficios,09/11/2023,896.09,1,,
20231130,2715,M2715,6,20519485487,contugas s.a.c.,09/11/2023,896.09,1,,
20231130,2716,M2716,6,20521308321,financiera qapaq s.a.,09/11/2023,2 688.28,1,,
20231130,2719,M2719,6,20543166660,caja rural de ahorro y crédito cencosud scotia perú s.a.,10/11/2023,2 464.25,1,,
20231130,2720,M2720,6,20543166660,caja rural de ahorro y crédito cencosud scotia perú s.a.,10/11/2023,224.02,1,,
20231130,2721,M2721,6,20543254798,viettel  peru  s.a.c.,10/11/2023,5 376.55,1,,
20231130,2722,M2722,6,20600536037,pagos digitales peruanos s.a,10/11/2023,3 270.74,1,,
20231130,2723,M2723,6,20600536037,pagos digitales peruanos s.a,10/11/2023,3 270.74,1,,
20231130,2724,M2724,6,20601249678,j.p. morgan banco de inversión,10/11/2023,2 464.25,1,,
20231130,2725,M2725,6,20604306150,bank of china (peru) s.a.,10/11/2023,5 376.55,1,,
20231130,2726,M2726,6,20604306150,bank of china (peru) s.a.,10/11/2023,6 496.67,1,,
20231130,2728,M2728,6,20605858083,fondo de seguro de depositos,10/11/2023,6 344.33,1,,
20231130,3334,M3334,6,20100043140,scotiabank peru saa,10/11/2023,268.83,1,,
20231130,3335,M3335,6,20100043140,scotiabank peru saa,09/11/2023,268.83,1,,
20231130,3342,M3342,6,20100043140,scotiabank peru saa,10/11/2023,192.20,1,,
20231130,3443,M3443,6,20100043140,scotiabank peru saa,09/11/2023,403.24,1,,
20231130,3445,M3445,6,20100043140,scotiabank peru saa,09/11/2023,3 136.32,1,,
20231130,3458,M3458,6,20100105862,banco pichincha,10/11/2023,268.83,1,,
20231130,3459,M3459,6,20100105862,banco pichincha,10/11/2023,268.83,1,,
20231130,3461,M3461,6,20100105862,banco pichincha,10/11/2023,192.20,1,,
20231130,3462,M3462,6,20100105862,banco pichincha,10/11/2023,336.04,1,,
20231130,3466,M3466,6,20132243230,caja municipal de ahorro y credito de trujillo sa - caja trujillo,08/11/2023,8 825.22,1,,
20231130,3467,M3467,6,20146796347,cooperativa ahorro y credito n.s. rosari,08/11/2023,2 055.56,1,,
20231130,3469,M3469,6,20100118760,diners club peru s a,09/11/2023,896.09,1,,
20231130,3470,M3470,6,20100118760,diners club peru s a,09/11/2023,896.09,1,,
20231130,3471,M3471,6,20100118760,diners club peru s a,09/11/2023,1 299.33,1,,
20231130,3472,M3472,6,20100118760,diners club peru s a,09/11/2023,896.09,1,,
20231130,3478,M3478,6,20100209641,caja municipal de ahorro y credito de arequipa s.a. - caja arequipa,10/11/2023,268.83,1,,
20231130,3480,M3480,6,20101036813,banco interamericano de finanzas,10/11/2023,268.83,1,,
20231130,3481,M3481,6,20101036813,banco interamericano de finanzas,10/11/2023,268.83,1,,
20231130,3483,M3483,6,20101036813,banco interamericano de finanzas,10/11/2023,192.20,1,,
20231130,3484,M3484,6,20101036813,banco interamericano de finanzas,10/11/2023,336.04,1,,
20231130,3488,M3488,6,20101091083,cooperativa de ahorro y credito abaco,10/11/2023,403.24,1,,
20231130,3489,M3489,6,20101705839,novatronic s.a.c.,09/11/2023,1 164.92,1,,
20231130,3490,M3490,6,20101705839,novatronic s.a.c.,09/11/2023,896.09,1,,
20231130,3492,M3492,6,20101914080,servicios bancarios compartidos s a,10/11/2023,403.24,1,,
20231130,3493,M3493,6,20101914080,servicios bancarios compartidos s a,09/11/2023,896.09,1,,
20231130,3601,M3601,6,20106903230,western union peru s.a.,09/11/2023,1 299.33,1,,
20231130,3602,M3602,6,20106903230,western union peru s.a.,09/11/2023,896.09,1,,
20231130,3603,M3603,6,20113604248,cmac piura s.a.c.,10/11/2023,403.24,1,,
20231130,3606,M3606,6,20228319768,financiera confianza s.a.a. - financiera confianza,10/11/2023,403.24,1,,
20231130,3814,M3814,6,20322445564,caja rural de ahorro y credito los andes s.a.,10/11/2023,403.24,1,,
20231130,3818,M3818,6,20348067053,financiera proempresa s.a.,10/11/2023,403.24,1,,
20231130,3819,M3819,6,20348067053,financiera proempresa s.a.,10/11/2023,268.83,1,,
20231130,3821,M3821,6,20369155360,compartamos financiera s.a.,10/11/2023,403.24,1,,
20231130,3822,M3822,6,20382036655,mibanco - banco de la microempresa s.a.,10/11/2023,268.83,1,,
20231130,3823,M3823,6,20382036655,mibanco - banco de la microempresa s.a.,10/11/2023,268.83,1,,
20231130,3825,M3825,6,20382036655,mibanco - banco de la microempresa s.a.,10/11/2023,192.20,1,,
20231130,3827,M3827,6,20509507199,banco de comercio,10/11/2023,268.83,1,,
20231130,3829,M3829,6,20509507199,banco de comercio,10/11/2023,268.83,1,,
20231130,3830,M3830,6,20509507199,banco de comercio,10/11/2023,192.20,1,,
20231130,3831,M3831,6,20512321357,zytrust sociedad anonima,09/11/2023,1 299.33,1,,
20231130,3832,M3832,6,20513074370,banco gnb peru s.a.,10/11/2023,268.83,1,,
20231130,3833,M3833,6,20513074370,banco gnb peru s.a.,10/11/2023,268.83,1,,
20231130,3834,M3834,6,20513074370,banco gnb peru s.a.,10/11/2023,192.20,1,,
20231130,3835,M3835,6,20513074370,banco gnb peru s.a.,10/11/2023,336.04,1,,
20231130,3836,M3836,6,20516711559,banco santander peru s.a.,10/11/2023,268.83,1,,
20231130,3837,M3837,6,20516711559,banco santander peru s.a.,10/11/2023,192.20,1,,
20231130,3838,M3838,6,20517372294,servitebca perú  servicio de transferencia electrónica de beneficios,10/11/2023,403.24,1,,
20231130,3841,M3841,6,20543254798,viettel  peru  s.a.c.,10/11/2023,896.09,1,,
20231130,3843,M3843,6,20600536037,pagos digitales peruanos s.a,10/11/2023,268.83,1,,
20231130,3844,M3844,6,20469378561,camara de compensacion electronica s.a.,09/11/2023,1 344.14,1,,
20231130,3846,M3846,6,20469378561,camara de compensacion electronica s.a.,09/11/2023,1 344.14,1,,
20231130,3847,M3847,6,20604306150,bank of china (peru) s.a.,10/11/2023,1 680.18,1,,
20231130,3849,M3849,6,20515849531,globokas peru s.a.,09/11/2023,1 792.18,1,,
20231130,3850,M3850,6,20466246370,universidad privada norbert wiener s.a.,09/11/2023,1 344.14,1,,
20231130,3852,M3852,6,20432405525,procesos de medios de pago s.a.,09/11/2023,3 136.32,1,,
20231130,3853,M3853,6,20375361991,mitsui auto finance peru s.a.,09/11/2023,1 680.18,1,,
20231130,3854,M3854,6,20369155360,compartamos financiera s.a.,09/11/2023,1 680.18,1,,
20231130,3855,M3855,6,20341198217,compañia peruana de medios de pago s.a.c,09/11/2023,4 032.41,1,,
20231130,3856,M3856,6,20101914080,servicios bancarios compartidos s a,09/11/2023,1 792.18,1,,
20231130,3857,M3857,6,20101914080,servicios bancarios compartidos s a,09/11/2023,3 136.32,1,,
20231130,3859,M3859,6,20101091083,cooperativa de ahorro y credito abaco,09/11/2023,1 568.16,1,,
20231130,3867,M3867,6,20100085225,quimica suiza sociedad anonima cerrada - quimica suiza s.a.c.,09/11/2023,5 376.55,1,,
20231130,3868,M3868,6,20100134455,instituto superior san ignacio de loyola s.a.,09/11/2023,5 376.55,1,,
20231130,3870,M3870,6,20106903230,western union peru s.a.,09/11/2023,5 376.55,1,,
20231130,3871,M3871,6,20108383471,universidad inca garcilaso de la vega asociacion civil-uigv,10/11/2023,5 376.55,1,,
20231130,3873,M3873,6,20109705129,universidad del pacifico,09/11/2023,5 376.55,1,,
20231130,3875,M3875,6,20131644524,distribuidora norte pacasmayo srl,09/11/2023,5 376.55,1,,
20231130,3876,M3876,6,20133840533,indecopi,09/11/2023,5 376.55,1,,
20231130,3877,M3877,6,20136507720,universidad esan,09/11/2023,5 166.28,1,,
20231130,3879,M3879,6,20155945860,pontificia universidad catolica del peru,09/11/2023,5 166.28,1,,
20231130,3980,M3980,6,20155945860,pontificia universidad catolica del peru,09/11/2023,5 166.28,1,,
20231130,3982,M3982,6,20290314799,omnilife peru s.a.c.,09/11/2023,5 376.55,1,,
20231130,3983,M3983,6,20297543653,union de concreteras s.a,09/11/2023,5 376.55,1,,
20231130,3984,M3984,6,20344818909,universidad privada san juan bautista sociedad anonima cerrada - upsj,09/11/2023,5 376.55,1,,
20231130,3985,M3985,6,20348067053,financiera proempresa s.a.,09/11/2023,5 376.55,1,,
20231130,3987,M3987,6,20418896915,mapfre peru compañia de seguros y reaseguros,09/11/2023,5 376.55,1,,
20231130,3988,M3988,6,20419026809,organismo supervisor de las contrataciones del estado - osce,09/11/2023,4 672.80,1,,
20231130,3990,M3990,6,20537886618,universidad de ciencias y artes de america latina s.a.c. - ucal s.a.c,10/11/2023,1 033.24,1,,
20231130,3992,M3992,6,20553617627,servicio educativo empresarial s.a.c.,10/11/2023,5 376.55,1,,
20231130,3995,M3995,6,20602652204,mercator peru - operador logistico s.a.c.,10/11/2023,5 376.55,1,,
20231130,3996,M3996,6,20603817185,desarrollo educativo s.a.,10/11/2023,4 133.03,1,,
20231130,4003,M4003,6,20319363221,universidad continental sociedad anonima cerrada,09/11/2023,6 675.89,1,,
20231031,4113,M4113,6,20106903230,western union peru s.a.,13/02/2020,-274.95,1,,
20231031,4114,M4114,6,20106903230,western union peru s.a.,17/01/2023,-1 791.29,1,,
20231031,4115,M4115,6,20231269071,caja rural de ahorro y credito raiz s.a.a. en liquidacion,17/01/2023,-491.77,1,,
20231031,4116,M4116,6,20106903230,western union peru s.a.,17/01/2023,-306.13,1,,
20231031,4117,M4117,6,20231269071,caja rural de ahorro y credito raiz s.a.a. en liquidacion,17/01/2023,-321.85,1,,
20231031,4118,M4118,6,20441805960,financiera efectiva s.a.,27/07/2023,-492.91,1,,
20231031,4119,M4119,6,20382036655,mibanco - banco de la microempresa s.a.,01/09/2023,-92.77,1,,
20231031,4120,M4120,6,20382036655,mibanco - banco de la microempresa s.a.,13/09/2023,-432.00,1,,
20231031,4121,M4121,6,20513074370,banco gnb peru s.a.,31/12/2018,-82.60,1,,
20231031,4122,M4122,6,20513074370,banco gnb peru s.a.,31/12/2018,-96.00,1,,
20231031,4123,M4123,6,20513074370,banco gnb peru s.a.,31/12/2018,-135.00,1,,
20231031,4124,M4124,6,20513074370,banco gnb peru s.a.,31/12/2018,-106.00,1,,
20231031,4125,M4125,6,20513074370,banco gnb peru s.a.,31/12/2018,-113.00,1,,
20231031,4126,M4126,6,20513074370,banco gnb peru s.a.,31/12/2018,-91.00,1,,
20231031,4127,M4127,6,20513074370,banco gnb peru s.a.,31/12/2018,-106.00,1,,
20231031,4128,M4128,6,20513074370,banco gnb peru s.a.,31/12/2018,-91.00,1,,
20231031,4129,M4129,6,20513074370,banco gnb peru s.a.,31/12/2018,-96.00,1,,
20231031,4130,M4130,6,20513074370,banco gnb peru s.a.,31/12/2018,-85.00,1,,
20231031,4131,M4131,6,20602349137,iway telecom sociedad anonima cerrada,17/12/2020,-542.61,1,,
20231031,4132,M4132,6,20602349137,iway telecom sociedad anonima cerrada,17/12/2020,-542.61,1,,
